card_idtitletypecolumnsource_pathtarget_status
KANBAN-SEED-0011	VALIDATION: e05-close-validation-report.json	VALIDATION	VALIDATION	C:\ENGREMIAT_CORE\reports\controlled-apply-or-repair-014\e05-close-validation-report.json	PREVIEW_ONLY_NO_EXTERNAL_WRITE
KANBAN-SEED-0012	VALIDATION: e01-contract-validation-report.json	VALIDATION	VALIDATION	C:\ENGREMIAT_CORE\reports\controlled-worker-adapters\e01-contract-validation-report.json	PREVIEW_ONLY_NO_EXTERNAL_WRITE
KANBAN-SEED-0013	VALIDATION: e02-cline-dry-run-validation-report.json	VALIDATION	VALIDATION	C:\ENGREMIAT_CORE\reports\controlled-worker-adapters\e02-cline-dry-run-validation-report.json	PREVIEW_ONLY_NO_EXTERNAL_WRITE
KANBAN-SEED-0014	VALIDATION: e03-gate-validation-report.json	VALIDATION	VALIDATION	C:\ENGREMIAT_CORE\reports\controlled-worker-adapters\e03-gate-validation-report.json	PREVIEW_ONLY_NO_EXTERNAL_WRITE
KANBAN-SEED-0015	VALIDATION: e04-simulation-validation-report.json	VALIDATION	VALIDATION	C:\ENGREMIAT_CORE\reports\controlled-worker-adapters\e04-simulation-validation-report.json	PREVIEW_ONLY_NO_EXTERNAL_WRITE
KANBAN-SEED-0016	VALIDATION: e05-remote-ollama-prepared-validation-report.json	VALIDATION	VALIDATION	C:\ENGREMIAT_CORE\reports\controlled-worker-adapters\e05-remote-ollama-prepared-validation-report.json	PREVIEW_ONLY_NO_EXTERNAL_WRITE
KANBAN-SEED-0017	VALIDATION: e06-close-validation-report.json	VALIDATION	VALIDATION	C:\ENGREMIAT_CORE\reports\controlled-worker-adapters\e06-close-validation-report.json	PREVIEW_ONLY_NO_EXTERNAL_WRITE
KANBAN-SEED-0018	VALIDATION: modular-baseline-validation-report.json	VALIDATION	VALIDATION	C:\ENGREMIAT_CORE\reports\core-consolidation-205\modular-baseline-validation-report.json	PREVIEW_ONLY_NO_EXTERNAL_WRITE
KANBAN-SEED-0019	VALIDATION: state-module-validation-report.json	VALIDATION	VALIDATION	C:\ENGREMIAT_CORE\reports\core-consolidation-206\state-module-validation-report.json	PREVIEW_ONLY_NO_EXTERNAL_WRITE
KANBAN-SEED-0020	VALIDATION: decision-shortcuts-validation-report.json	VALIDATION	VALIDATION	C:\ENGREMIAT_CORE\reports\decision-shortcuts-088\decision-shortcuts-validation-report.json	PREVIEW_ONLY_NO_EXTERNAL_WRITE
KANBAN-SEED-0021	VALIDATION: assisted-worker-contract-validation-report.json	VALIDATION	VALIDATION	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e00-contract\assisted-worker-contract-validation-report.json	PREVIEW_ONLY_NO_EXTERNAL_WRITE
KANBAN-SEED-0022	VALIDATION: assisted-worker-modes-validation-report.json	VALIDATION	VALIDATION	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e00-contract\assisted-worker-modes-validation-report.json	PREVIEW_ONLY_NO_EXTERNAL_WRITE
KANBAN-SEED-0023	VALIDATION: assisted-task-builder-validation-report.json	VALIDATION	VALIDATION	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e01-agent-task-package\assisted-task-builder-validation-report.json	PREVIEW_ONLY_NO_EXTERNAL_WRITE
KANBAN-SEED-0024	VALIDATION: assisted-worker-prompt-validation-report.json	VALIDATION	VALIDATION	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e01-agent-task-package\assisted-worker-prompt-validation-report.json	PREVIEW_ONLY_NO_EXTERNAL_WRITE
KANBAN-SEED-0025	VALIDATION: assisted-handoff-validation-report.json	VALIDATION	VALIDATION	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e02-controlled-handoff\assisted-handoff-validation-report.json	PREVIEW_ONLY_NO_EXTERNAL_WRITE
