card_idtitletypecolumnstatusreadinesssource_kindsource_pathnext
KANBAN-SEED-0017	VALIDATION: e06-close-validation-report.json	VALIDATION	VALIDATION	E06_CONTROLLED_WORKER_ADAPTERS_CLOSED	100	VALIDATION	C:\ENGREMIAT_CORE\reports\controlled-worker-adapters\e06-close-validation-report.json	NEXT_OBJECTIVE_GATED_WORKER_EXECUTION
KANBAN-SEED-0018	VALIDATION: modular-baseline-validation-report.json	VALIDATION	VALIDATION			VALIDATION	C:\ENGREMIAT_CORE\reports\core-consolidation-205\modular-baseline-validation-report.json	
KANBAN-SEED-0019	VALIDATION: state-module-validation-report.json	VALIDATION	VALIDATION			VALIDATION	C:\ENGREMIAT_CORE\reports\core-consolidation-206\state-module-validation-report.json	
KANBAN-SEED-0020	VALIDATION: decision-shortcuts-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\decision-shortcuts-088\decision-shortcuts-validation-report.json	
KANBAN-SEED-0021	VALIDATION: assisted-worker-contract-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e00-contract\assisted-worker-contract-validation-report.json	P00.3.1_DEFINE_ASSISTED_WORKER_MODES
KANBAN-SEED-0022	VALIDATION: assisted-worker-modes-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e00-contract\assisted-worker-modes-validation-report.json	E01_AGENT_TASK_PACKAGE
KANBAN-SEED-0023	VALIDATION: assisted-task-builder-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e01-agent-task-package\assisted-task-builder-validation-report.json	P01.3.1_DEFINE_ASSISTED_WORKER_PROMPT
KANBAN-SEED-0024	VALIDATION: assisted-worker-prompt-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e01-agent-task-package\assisted-worker-prompt-validation-report.json	E02_CONTROLLED_HANDOFF
KANBAN-SEED-0025	VALIDATION: assisted-handoff-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e02-controlled-handoff\assisted-handoff-validation-report.json	P02.3.1_CREATE_ASSISTED_WORKER_STATE
KANBAN-SEED-0026	VALIDATION: assisted-worker-state-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e02-controlled-handoff\assisted-worker-state-validation-report.json	E03_INTAKE_RESULT_AND_EVIDENCE
KANBAN-SEED-0027	VALIDATION: assisted-intake-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e03-intake-result\assisted-intake-validation-report.json	P03.3.1_REGISTER_WORKER_EVIDENCE
KANBAN-SEED-0028	VALIDATION: assisted-worker-adapter-close-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-assisted-worker\e04-close\assisted-worker-adapter-close-validation-report.json	ENGREMIAT_CORE_MVP_001
KANBAN-SEED-0029	VALIDATION: dev-system-contract-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-system\e00-contract\dev-system-contract-validation-report.json	E01_DEV_ARTIFACT_REGISTRY
KANBAN-SEED-0030	VALIDATION: artifact-registry-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-system\e01-artifact-registry\artifact-registry-validation-report.json	E02_DEV_CONTEXT_SNAPSHOT
KANBAN-SEED-0031	VALIDATION: context-snapshot-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-system\e02-context-snapshot\context-snapshot-validation-report.json	E03_DEV_RUNNER
KANBAN-SEED-0032	VALIDATION: dev-runner-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-system\e03-dev-runner\dev-runner-validation-report.json	E05_DEV_READINESS_CHECKER
KANBAN-SEED-0033	VALIDATION: gate-center-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-system\e04-gate-center\gate-center-validation-report.json	E05_DEV_READINESS_CHECKER
KANBAN-SEED-0034	VALIDATION: readiness-checker-validation-report.json	VALIDATION	VALIDATION	OK	100	VALIDATION	C:\ENGREMIAT_CORE\reports\dev-system\e05-readiness-checker\readiness-checker-validation-report.json	E06_DEV_ERROR_MEMORY
KANBAN-SEED-0035	VALIDATION: error-memory-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-system\e06-error-memory\error-memory-validation-report.json	E07_DEV_DOC_SYNC
KANBAN-SEED-0036	VALIDATION: doc-sync-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-system\e07-doc-sync\doc-sync-validation-report.json	E08_DEV_DASHBOARD
KANBAN-SEED-0037	VALIDATION: dev-dashboard-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-system\e08-dev-dashboard\dev-dashboard-validation-report.json	E09_DEV_COMMAND_HUB_AND_CLOSE
KANBAN-SEED-0038	VALIDATION: dev-system-close-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-system\e09-command-hub-close\dev-system-close-validation-report.json	CHOOSE_NEXT_OBJECTIVE
KANBAN-SEED-0039	VALIDATION: visual-memory-e01-base-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-visual-memory\e01-base\visual-memory-e01-base-validation-report.json	E02_TEMPLATES_AND_CAPTURE
KANBAN-SEED-0040	VALIDATION: visual-memory-e02-templates-capture-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-visual-memory\e02-templates-capture\visual-memory-e02-templates-capture-validation-report.json	E03_LOGSEQ_VISUAL_GRAPH
KANBAN-SEED-0041	VALIDATION: visual-memory-e03-logseq-visual-graph-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-visual-memory\e03-logseq-visual-graph\visual-memory-e03-logseq-visual-graph-validation-report.json	E04_MEMORY_TECHNICAL_EXPORT
KANBAN-SEED-0042	VALIDATION: memory-graph-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-visual-memory\e04-technical-export\memory-graph-validation-report.json	P04.3.1_GRAPHITI_READY_PLAN
KANBAN-SEED-0043	VALIDATION: visual-memory-e04-technical-export-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-visual-memory\e04-technical-export\visual-memory-e04-technical-export-validation-report.json	E05_DASHBOARD_DEMO_CLOSE
KANBAN-SEED-0044	VALIDATION: visual-memory-e05-close-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-visual-memory\e05-dashboard-demo-close\visual-memory-e05-close-validation-report.json	ENGREMIAT_CORE_MVP_001_OR_VISUAL_MEMORY_SYNC_002
KANBAN-SEED-0045	VALIDATION: visual-memory-sync-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-visual-memory-operative\e01-live-evidence-sync\visual-memory-sync-validation-report.json	E02_LIVE_MAPS_AND_NAVIGATION
KANBAN-SEED-0046	VALIDATION: logseq-home-validation-report.json	VALIDATION	VALIDATION	OK	100	VALIDATION	C:\ENGREMIAT_CORE\reports\dev-visual-memory-operative\e02-live-maps-navigation\logseq-home-validation-report.json	E03_DASHBOARD_OPERATIVO
KANBAN-SEED-0047	VALIDATION: visual-memory-operative-e02-navigation-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-visual-memory-operative\e02-live-maps-navigation\visual-memory-operative-e02-navigation-validation-report.json	E03_DASHBOARD_OPERATIVO
KANBAN-SEED-0048	VALIDATION: visual-memory-operative-e03-dashboard-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-visual-memory-operative\e03-operative-dashboard\visual-memory-operative-e03-dashboard-validation-report.json	E04_COMMAND_HUB_Y_FLUJO_HUMANO
KANBAN-SEED-0049	VALIDATION: visual-memory-operative-e04-command-hub-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-visual-memory-operative\e04-command-hub-human-flow\visual-memory-operative-e04-command-hub-validation-report.json	E05_GRAFO_TECNICO_LOCAL_CONSULTABLE
KANBAN-SEED-0050	VALIDATION: visual-memory-operative-e05-queryable-graph-validation-report.json	VALIDATION	VALIDATION	OK		VALIDATION	C:\ENGREMIAT_CORE\reports\dev-visual-memory-operative\e05-local-queryable-graph\visual-memory-operative-e05-queryable-graph-validation-report.json	E06_CIERRE_OPERATIVO_Y_HANDOFF_A_MVP
KANBAN-SEED-0051	VALIDATION: visual-memory-operative-e06-close-validation-report.json	VALIDATION	VALIDATION	OK	100	VALIDATION	C:\ENGREMIAT_CORE\reports\dev-visual-memory-operative\e06-operative-close-handoff\visual-memory-operative-e06-close-validation-report.json	ENGREMIAT_CORE_MVP_001
KANBAN-SEED-0052	VALIDATION: e01-dual-pc-model-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\dual-pc-development-workflow\e01-dual-pc-model-validation-report.json	E02_DUAL_PC_HANDOFF
KANBAN-SEED-0053	VALIDATION: e02-dual-pc-handoff-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\dual-pc-development-workflow\e02-dual-pc-handoff-validation-report.json	E03_REPO_READINESS_PER_PC
KANBAN-SEED-0054	VALIDATION: e04-dual-pc-sync-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\dual-pc-development-workflow\e04-dual-pc-sync-validation-report.json	E05_DUAL_PC_STATUS_DASHBOARD
KANBAN-SEED-0055	VALIDATION: e05-dual-pc-dashboard-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\dual-pc-development-workflow\e05-dual-pc-dashboard-validation-report.json	E06_CLOSE_AND_CONTINUITY_TO_MAIN_PC_LINKING
KANBAN-SEED-0056	VALIDATION: e06-close-validation-report.json	VALIDATION	VALIDATION		70	VALIDATION	C:\ENGREMIAT_CORE\reports\dual-pc-development-workflow\e06-close-validation-report.json	REPAIR_MISSING_ARTIFACTS_OR_CONFLICTS
KANBAN-SEED-0057	VALIDATION: parser-validation-report.json	VALIDATION	VALIDATION			VALIDATION	C:\ENGREMIAT_CORE\reports\file-parser-153\parser-validation-report.json	
KANBAN-SEED-0058	VALIDATION: worker-queue-validation-report.json	VALIDATION	VALIDATION			VALIDATION	C:\ENGREMIAT_CORE\reports\file-worker-queue-154\worker-queue-validation-report.json	
KANBAN-SEED-0059	VALIDATION: worker-request-validation-report.json	VALIDATION	VALIDATION			VALIDATION	C:\ENGREMIAT_CORE\reports\file-worker-request-156\worker-request-validation-report.json	
KANBAN-SEED-0060	VALIDATION: e01-contract-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\first-cline-proposal-task-009\e01-contract-validation-report.json	E02_SELECTION_OF_CANDIDATE_CARD
KANBAN-SEED-0061	VALIDATION: e04-task-creation-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\first-cline-proposal-task-009\e04-task-creation-validation-report.json	E05_CAPTURA_Y_REVISION_REAL
KANBAN-SEED-0062	VALIDATION: e06-close-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\first-cline-proposal-task-009\e06-close-validation-report.json	NEXT_OBJECTIVE_CONTROLLED_APPLY_OR_REPAIR
KANBAN-SEED-0063	VALIDATION: e06-proposal-decision-validation-report.json	VALIDATION	VALIDATION			VALIDATION	C:\ENGREMIAT_CORE\reports\first-cline-proposal-task-009\e06-proposal-decision-validation-report.json	
KANBAN-SEED-0064	VALIDATION: e23-local-change-validation-report.json	VALIDATION	VALIDATION	VALIDATED_BLOCKED_NO_APPLY		VALIDATION	C:\ENGREMIAT_CORE\reports\first-useful-local-change-023\e23-local-change-validation-report.json	
KANBAN-SEED-0065	VALIDATION: e01-preflight-validation-report.json	VALIDATION	VALIDATION	E01_FIRST_GATED_EXECUTION_PREFLIGHT_READY	100	VALIDATION	C:\ENGREMIAT_CORE\reports\gated-worker-execution\e01-preflight-validation-report.json	E02_GATE_HUMANO_APPROVE_LIMITADO
KANBAN-SEED-0066	VALIDATION: e02-approval-validation-report.json	VALIDATION	VALIDATION	E02_HUMAN_GATE_READONLY_APPROVE_READY	100	VALIDATION	C:\ENGREMIAT_CORE\reports\gated-worker-execution\e02-approval-validation-report.json	E03_DISPATCHER_CLINE_NO_DESTRUCTIVO
KANBAN-SEED-0067	VALIDATION: e02-human-gate-validation-report.json	VALIDATION	VALIDATION			VALIDATION	C:\ENGREMIAT_CORE\reports\gated-worker-execution\e02-human-gate-validation-report.json	E03_DISPATCHER_CLINE_NO_DESTRUCTIVO
KANBAN-SEED-0068	VALIDATION: e03-dispatcher-validation-report.json	VALIDATION	VALIDATION	E03_CLINE_READONLY_DISPATCHER_PREPARED	100	VALIDATION	C:\ENGREMIAT_CORE\reports\gated-worker-execution\e03-dispatcher-validation-report.json	E04_PRIMERA_EJECUCION_CLINE_READONLY
KANBAN-SEED-0069	VALIDATION: e04-readonly-execution-validation-report.json	VALIDATION	VALIDATION	E04_FIRST_CLINE_READONLY_EXECUTION_RECORDED	100	VALIDATION	C:\ENGREMIAT_CORE\reports\gated-worker-execution\e04-readonly-execution-validation-report.json	E05_EVALUACION_DE_PROPUESTA_WORKER
KANBAN-SEED-0070	VALIDATION: e05-proposal-review-validation-report.json	VALIDATION	VALIDATION	E05_WORKER_PROPOSAL_REVIEW_READY	100	VALIDATION	C:\ENGREMIAT_CORE\reports\gated-worker-execution\e05-proposal-review-validation-report.json	E06_CIERRE_EJECUCION_GATED
KANBAN-SEED-0071	VALIDATION: e06-close-validation-report.json	VALIDATION	VALIDATION	E06_GATED_WORKER_EXECUTION_CLOSED	100	VALIDATION	C:\ENGREMIAT_CORE\reports\gated-worker-execution\e06-close-validation-report.json	NEXT_OBJECTIVE_CONTROLLED_APPLY_OR_OLLAMA_PROBE
KANBAN-SEED-0072	VALIDATION: integration-smoke-validation-report.json	VALIDATION	VALIDATION			VALIDATION	C:\ENGREMIAT_CORE\reports\integration-smoke-148\integration-smoke-validation-report.json	E149_OPERATIONAL_INDEX
KANBAN-SEED-0073	VALIDATION: workflow-standard-validation-report.json	VALIDATION	VALIDATION	PASS	100	VALIDATION	C:\ENGREMIAT_CORE\reports\internal-workflow-standard-001\workflow-standard-validation-report.json	E07_MANUAL_CLOSE_AND_NEXT
KANBAN-SEED-0074	VALIDATION: e01-kanban-card-schema-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\kanban-human-control\e01-kanban-card-schema-validation-report.json	E02_GENERADOR_TABLERO_DESDE_EVIDENCIA
KANBAN-SEED-0075	VALIDATION: e03-kanban-dashboard-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\kanban-human-control\e03-kanban-dashboard-validation-report.json	E04_ADAPTER_CLINE_KANBAN_PREVIEW
KANBAN-SEED-0076	VALIDATION: e05-kanban-write-gate-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\kanban-human-control\e05-kanban-write-gate-validation-report.json	E06_CLOSE_AND_NEXT_OBJECTIVE
KANBAN-SEED-0077	VALIDATION: e06-close-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\kanban-human-control\e06-close-validation-report.json	OPTIONAL_GIT_CLOSE_OR_START_ENGREMIAT_CLINE_REAL_PROPOSAL_NO_APPLY_008
KANBAN-SEED-0078	VALIDATION: e02-kanban-model-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\kanban-real-setup-012\e02-kanban-model-validation-report.json	E03_GENERATE_BOARD_FROM_EVIDENCE
KANBAN-SEED-0079	VALIDATION: e02-launcher-repair-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\kanban-real-setup-012\e02-launcher-repair-validation-report.json	E06_FINALIZE_CLEAN_CLOSE
KANBAN-SEED-0080	VALIDATION: e04-kanban-dashboard-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\kanban-real-setup-012\e04-kanban-dashboard-validation-report.json	E05_LAUNCHER_AND_HUMAN_CONTROL
KANBAN-SEED-0081	VALIDATION: e05-kanban-real-dashboard-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\kanban-real-setup-012\e05-kanban-real-dashboard-validation-report.json	NEXT_OBJECTIVE_AFTER_KANBAN_REAL_SETUP
KANBAN-SEED-0082	VALIDATION: e06-close-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\kanban-visible-ollama-ready-013\e06-close-validation-report.json	NEXT_OBJECTIVE_CONTROLLED_APPLY_OR_REPAIR
KANBAN-SEED-0083	VALIDATION: e06-proposal-decision-validation-report.json	VALIDATION	VALIDATION			VALIDATION	C:\ENGREMIAT_CORE\reports\kanban-visible-ollama-ready-013\e06-proposal-decision-validation-report.json	
KANBAN-SEED-0084	VALIDATION: e01-local-registry-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\local-multiworker-launch-and-link-n1\e01-local-registry-validation-report.json	E02_LOCAL_POLICIES_AND_LIMITS
KANBAN-SEED-0085	VALIDATION: e02-local-policies-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\local-multiworker-launch-and-link-n1\e02-local-policies-validation-report.json	E03_DASHBOARD_AND_LAUNCHER_PREVIEW
KANBAN-SEED-0086	VALIDATION: e03-dashboard-launcher-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\local-multiworker-launch-and-link-n1\e03-dashboard-launcher-validation-report.json	E04_PARTIAL_READINESS_AND_CONTINUITY
KANBAN-SEED-0087	VALIDATION: e04-close-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\local-multiworker-launch-and-link-n1\e04-close-validation-report.json	ENGREMIAT_LOCAL_MULTIWORKER_LAUNCH_AND_LINK_009A_N2_OR_PREPARE_009
KANBAN-SEED-0088	VALIDATION: e01-runtime-diagnostic-validation-report.json	VALIDATION	VALIDATION	E01_RUNTIME_DIAGNOSTIC_VALIDATED		VALIDATION	C:\ENGREMIAT_CORE\reports\local-runtime-fix\e01-runtime-diagnostic-validation-report.json	E02_RESOLVER_NODEJS_Y_NPM
KANBAN-SEED-0089	VALIDATION: e02-node-npm-validation-report.json	VALIDATION	VALIDATION	E02_NODE_NPM_VALIDATED_OR_GATED		VALIDATION	C:\ENGREMIAT_CORE\reports\local-runtime-fix\e02-node-npm-validation-report.json	INSTALL_NODE_LTS_REOPEN_POWERSHELL_THEN_RERUN_E02
KANBAN-SEED-0090	VALIDATION: e03-git-validation-report.json	VALIDATION	VALIDATION	E03_GIT_READY_READONLY_REPAIRED	100	VALIDATION	C:\ENGREMIAT_CORE\reports\local-runtime-fix\e03-git-validation-report.json	OPEN_PROJECT_REPO_OR_CONTINUE_E04_IF_REPO_NOT_REQUIRED
KANBAN-SEED-0091	VALIDATION: e05-cline-validation-report.json	VALIDATION	VALIDATION	E05_CLINE_CLI_READY_CONTROLLED	100	VALIDATION	C:\ENGREMIAT_CORE\reports\local-runtime-fix\e05-cline-validation-report.json	E06_CIERRE_RUNTIME_Y_SIGUIENTE_CONEXION
KANBAN-SEED-0092	VALIDATION: e06-runtime-close-validation-report.json	VALIDATION	VALIDATION	E06_LOCAL_RUNTIME_FIX_CLOSED	100	VALIDATION	C:\ENGREMIAT_CORE\reports\local-runtime-fix\e06-runtime-close-validation-report.json	CONNECT_CONTROLLED_WORKER_ADAPTERS_OR_RETURN_REMOTE_OLLAMA_WHEN_MAIN_PC_ON
KANBAN-SEED-0093	VALIDATION: e01-shared-workspace-validation-report.json	VALIDATION	VALIDATION		100	VALIDATION	C:\ENGREMIAT_CORE\reports\main-pc-linking\e01-shared-workspace-validation-report.json	E02_MAIN_PC_REPO_READINESS
KANBAN-SEED-0094	VALIDATION: model-adapter-standard-validation-report.json	VALIDATION	VALIDATION	PASS	86	VALIDATION	C:\ENGREMIAT_CORE\reports\model-adapter-standard-001\model-adapter-standard-validation-report.json	E07_MANUAL_AND_CLOSE
KANBAN-SEED-0095	VALIDATION: e04-e06-detector-proposal-validation-report.json	VALIDATION	VALIDATION	PASS	100	VALIDATION	C:\ENGREMIAT_CORE\reports\needs-to-solution-proposal-001\e04-e06-detector-proposal-validation-report.json	E07_MANUAL_CLOSE_AND_NEXT
KANBAN-SEED-0096	VALIDATION: needs-to-solution-validation-report.json	VALIDATION	VALIDATION	PASS	100	VALIDATION	C:\ENGREMIAT_CORE\reports\needs-to-solution-proposal-001\needs-to-solution-validation-report.json	E07_MANUAL_CLOSE_AND_NEXT
KANBAN-SEED-0097	VALIDATION: next-modules-global-validation-report.json	VALIDATION	VALIDATION	PASS	100	VALIDATION	C:\ENGREMIAT_CORE\reports\next-modules-global-validator-001\next-modules-global-validation-report.json	ENGREMIAT_SHEETS_REAL_GATE_INTEGRATION_001
KANBAN-SEED-0098	VALIDATION: e01-node-identity-validation-report.json	VALIDATION	VALIDATION	E01_NODE_IDENTITY_READY	100	VALIDATION	C:\ENGREMIAT_CORE\reports\node-link\e01-node-identity-validation-report.json	E02_CONECTIVIDAD_LAN_BASICA
KANBAN-SEED-0099	VALIDATION: e02-connectivity-validation-report.json	VALIDATION	VALIDATION	E02_ENDPOINT_FIXED_NETWORK_TEST_DEFERRED	75	VALIDATION	C:\ENGREMIAT_CORE\reports\node-link\e02-connectivity-validation-report.json	E03_CANAL_DE_INTERCAMBIO_LOCAL
KANBAN-SEED-0100	VALIDATION: e03-exchange-validation-report.json	VALIDATION	VALIDATION	E03_LOCAL_EXCHANGE_CHANNEL_READY	100	VALIDATION	C:\ENGREMIAT_CORE\reports\node-link\e03-exchange-validation-report.json	E04_CANAL_DE_SERVICIOS_CONTROLADO
KANBAN-SEED-0101	VALIDATION: e04-services-validation-report.json	VALIDATION	VALIDATION	E04_CONTROLLED_SERVICES_CONTRACT_READY	100	VALIDATION	C:\ENGREMIAT_CORE\reports\node-link\e04-services-validation-report.json	E05_CIERRE_DE_RED_INICIAL
